fecha,casos_acumulados,estimado,tipo,modelo,fecha_estimacion
2020-03-08,1868,SSA,simulacion,m1,2020-05-06
2020-03-09,2147,SSA,simulacion,m1,2020-05-06
2020-03-10,2465,SSA,simulacion,m1,2020-05-06
2020-03-11,2830,SSA,simulacion,m1,2020-05-06
2020-03-12,3246,SSA,simulacion,m1,2020-05-06
2020-03-13,3723,SSA,simulacion,m1,2020-05-06
2020-03-14,4266,SSA,simulacion,m1,2020-05-06
2020-03-15,4885,SSA,simulacion,m1,2020-05-06
2020-03-16,5589,SSA,simulacion,m1,2020-05-06
2020-03-17,6391,SSA,simulacion,m1,2020-05-06
2020-03-18,7303,SSA,simulacion,m1,2020-05-06
2020-03-19,8342,SSA,simulacion,m1,2020-05-06
2020-03-20,9522,SSA,simulacion,m1,2020-05-06
2020-03-21,10872,SSA,simulacion,m1,2020-05-06
2020-03-22,12403,SSA,simulacion,m1,2020-05-06
2020-03-23,14146,SSA,simulacion,m1,2020-05-06
2020-03-24,16131,SSA,simulacion,m1,2020-05-06
2020-03-25,18390,SSA,simulacion,m1,2020-05-06
2020-03-26,20962,SSA,simulacion,m1,2020-05-06
2020-03-27,23890,SSA,simulacion,m1,2020-05-06
2020-03-28,27223,SSA,simulacion,m1,2020-05-06
2020-03-29,30928,SSA,simulacion,m1,2020-05-06
2020-03-30,34823,SSA,simulacion,m1,2020-05-06
2020-03-31,38809,SSA,simulacion,m1,2020-05-06
2020-04-01,42953,SSA,simulacion,m1,2020-05-06
2020-04-02,47289,SSA,simulacion,m1,2020-05-06
2020-04-03,51812,SSA,simulacion,m1,2020-05-06
2020-04-04,56539,SSA,simulacion,m1,2020-05-06
2020-04-05,61481,SSA,simulacion,m1,2020-05-06
2020-04-06,66648,SSA,simulacion,m1,2020-05-06
2020-04-07,72051,SSA,simulacion,m1,2020-05-06
2020-04-08,77701,SSA,simulacion,m1,2020-05-06
2020-04-09,83608,SSA,simulacion,m1,2020-05-06
2020-04-10,89785,SSA,simulacion,m1,2020-05-06
2020-04-11,96243,SSA,simulacion,m1,2020-05-06
2020-04-12,102995,SSA,simulacion,m1,2020-05-06
2020-04-13,110055,SSA,simulacion,m1,2020-05-06
2020-04-14,117436,SSA,simulacion,m1,2020-05-06
2020-04-15,125154,SSA,simulacion,m1,2020-05-06
2020-04-16,133223,SSA,simulacion,m1,2020-05-06
2020-04-17,141659,SSA,simulacion,m1,2020-05-06
2020-04-18,150479,SSA,simulacion,m1,2020-05-06
2020-04-19,159700,SSA,simulacion,m1,2020-05-06
2020-04-20,169340,SSA,simulacion,m1,2020-05-06
2020-04-21,179418,SSA,simulacion,m1,2020-05-06
2020-04-22,189954,SSA,simulacion,m1,2020-05-06
2020-04-23,200969,SSA,simulacion,m1,2020-05-06
2020-04-24,212483,SSA,simulacion,m1,2020-05-06
2020-04-25,224520,SSA,simulacion,m1,2020-05-06
2020-04-26,237103,SSA,simulacion,m1,2020-05-06
2020-04-27,250255,SSA,simulacion,m1,2020-05-06
2020-04-28,264004,SSA,simulacion,m1,2020-05-06
2020-04-29,278375,SSA,simulacion,m1,2020-05-06
2020-04-30,293395,SSA,simulacion,m1,2020-05-06
2020-05-01,309095,SSA,simulacion,m1,2020-05-06
2020-05-02,325505,SSA,simulacion,m1,2020-05-06
2020-02-17,75,SSA,simulacion,m2,2020-05-06
2020-02-18,81,SSA,simulacion,m2,2020-05-06
2020-02-19,98,SSA,simulacion,m2,2020-05-06
2020-02-20,119,SSA,simulacion,m2,2020-05-06
2020-02-21,145,SSA,simulacion,m2,2020-05-06
2020-02-22,175,SSA,simulacion,m2,2020-05-06
2020-02-23,210,SSA,simulacion,m2,2020-05-06
2020-02-24,251,SSA,simulacion,m2,2020-05-06
2020-02-25,298,SSA,simulacion,m2,2020-05-06
2020-02-26,352,SSA,simulacion,m2,2020-05-06
2020-02-27,414,SSA,simulacion,m2,2020-05-06
2020-02-28,485,SSA,simulacion,m2,2020-05-06
2020-02-29,567,SSA,simulacion,m2,2020-05-06
2020-03-01,661,SSA,simulacion,m2,2020-05-06
2020-03-02,769,SSA,simulacion,m2,2020-05-06
2020-03-03,893,SSA,simulacion,m2,2020-05-06
2020-03-04,1036,SSA,simulacion,m2,2020-05-06
2020-03-05,1200,SSA,simulacion,m2,2020-05-06
2020-03-06,1388,SSA,simulacion,m2,2020-05-06
2020-03-07,1604,SSA,simulacion,m2,2020-05-06
2020-03-08,1852,SSA,simulacion,m2,2020-05-06
2020-03-09,2138,SSA,simulacion,m2,2020-05-06
2020-03-10,2465,SSA,simulacion,m2,2020-05-06
2020-03-11,2842,SSA,simulacion,m2,2020-05-06
2020-03-12,3274,SSA,simulacion,m2,2020-05-06
2020-03-13,3770,SSA,simulacion,m2,2020-05-06
2020-03-14,4335,SSA,simulacion,m2,2020-05-06
2020-03-15,4977,SSA,simulacion,m2,2020-05-06
2020-03-16,5706,SSA,simulacion,m2,2020-05-06
2020-03-17,6534,SSA,simulacion,m2,2020-05-06
2020-03-18,7476,SSA,simulacion,m2,2020-05-06
2020-03-19,8547,SSA,simulacion,m2,2020-05-06
2020-03-20,9765,SSA,simulacion,m2,2020-05-06
2020-03-21,11149,SSA,simulacion,m2,2020-05-06
2020-03-22,12722,SSA,simulacion,m2,2020-05-06
2020-03-23,14509,SSA,simulacion,m2,2020-05-06
2020-03-24,16541,SSA,simulacion,m2,2020-05-06
2020-03-25,18851,SSA,simulacion,m2,2020-05-06
2020-03-26,21477,SSA,simulacion,m2,2020-05-06
2020-03-27,24462,SSA,simulacion,m2,2020-05-06
2020-03-28,27833,SSA,simulacion,m2,2020-05-06
2020-03-29,31465,SSA,simulacion,m2,2020-05-06
2020-03-30,35214,SSA,simulacion,m2,2020-05-06
2020-03-31,39101,SSA,simulacion,m2,2020-05-06
2020-04-01,43172,SSA,simulacion,m2,2020-05-06
2020-04-02,47432,SSA,simulacion,m2,2020-05-06
2020-04-03,51891,SSA,simulacion,m2,2020-05-06
2020-04-04,56563,SSA,simulacion,m2,2020-05-06
2020-04-05,61459,SSA,simulacion,m2,2020-05-06
2020-04-06,66589,SSA,simulacion,m2,2020-05-06
2020-04-07,71964,SSA,simulacion,m2,2020-05-06
2020-04-08,77596,SSA,simulacion,m2,2020-05-06
2020-04-09,83499,SSA,simulacion,m2,2020-05-06
2020-04-10,89684,SSA,simulacion,m2,2020-05-06
2020-04-11,96165,SSA,simulacion,m2,2020-05-06
2020-04-12,102956,SSA,simulacion,m2,2020-05-06
2020-04-13,110072,SSA,simulacion,m2,2020-05-06
2020-04-14,117529,SSA,simulacion,m2,2020-05-06
2020-04-15,125342,SSA,simulacion,m2,2020-05-06
2020-04-16,133529,SSA,simulacion,m2,2020-05-06
2020-04-17,142107,SSA,simulacion,m2,2020-05-06
2020-04-18,151095,SSA,simulacion,m2,2020-05-06
2020-04-19,160513,SSA,simulacion,m2,2020-05-06
2020-04-20,170380,SSA,simulacion,m2,2020-05-06
2020-04-21,180719,SSA,simulacion,m2,2020-05-06
2020-04-22,191550,SSA,simulacion,m2,2020-05-06
2020-04-23,202898,SSA,simulacion,m2,2020-05-06
2020-04-24,214788,SSA,simulacion,m2,2020-05-06
2020-04-25,227244,SSA,simulacion,m2,2020-05-06
2020-04-26,240293,SSA,simulacion,m2,2020-05-06
2020-04-27,253964,SSA,simulacion,m2,2020-05-06
2020-04-28,268285,SSA,simulacion,m2,2020-05-06
2020-04-29,283287,SSA,simulacion,m2,2020-05-06
2020-04-30,299002,SSA,simulacion,m2,2020-05-06
2020-05-01,315464,SSA,simulacion,m2,2020-05-06
2020-05-02,332708,SSA,simulacion,m2,2020-05-06
2020-02-17,75,SSA,simulacion,m3,2020-05-06
2020-02-18,80,SSA,simulacion,m3,2020-05-06
2020-02-19,96,SSA,simulacion,m3,2020-05-06
2020-02-20,116,SSA,simulacion,m3,2020-05-06
2020-02-21,141,SSA,simulacion,m3,2020-05-06
2020-02-22,169,SSA,simulacion,m3,2020-05-06
2020-02-23,203,SSA,simulacion,m3,2020-05-06
2020-02-24,242,SSA,simulacion,m3,2020-05-06
2020-02-25,287,SSA,simulacion,m3,2020-05-06
2020-02-26,339,SSA,simulacion,m3,2020-05-06
2020-02-27,399,SSA,simulacion,m3,2020-05-06
2020-02-28,468,SSA,simulacion,m3,2020-05-06
2020-02-29,548,SSA,simulacion,m3,2020-05-06
2020-03-01,639,SSA,simulacion,m3,2020-05-06
2020-03-02,745,SSA,simulacion,m3,2020-05-06
2020-03-03,866,SSA,simulacion,m3,2020-05-06
2020-03-04,1006,SSA,simulacion,m3,2020-05-06
2020-03-05,1168,SSA,simulacion,m3,2020-05-06
2020-03-06,1354,SSA,simulacion,m3,2020-05-06
2020-03-07,1568,SSA,simulacion,m3,2020-05-06
2020-03-08,1814,SSA,simulacion,m3,2020-05-06
2020-03-09,2098,SSA,simulacion,m3,2020-05-06
2020-03-10,2426,SSA,simulacion,m3,2020-05-06
2020-03-11,2803,SSA,simulacion,m3,2020-05-06
2020-03-12,3237,SSA,simulacion,m3,2020-05-06
2020-03-13,3737,SSA,simulacion,m3,2020-05-06
2020-03-14,4308,SSA,simulacion,m3,2020-05-06
2020-03-15,4956,SSA,simulacion,m3,2020-05-06
2020-03-16,5691,SSA,simulacion,m3,2020-05-06
2020-03-17,6524,SSA,simulacion,m3,2020-05-06
2020-03-18,7470,SSA,simulacion,m3,2020-05-06
2020-03-19,8543,SSA,simulacion,m3,2020-05-06
2020-03-20,9762,SSA,simulacion,m3,2020-05-06
2020-03-21,11145,SSA,simulacion,m3,2020-05-06
2020-03-22,12714,SSA,simulacion,m3,2020-05-06
2020-03-23,14495,SSA,simulacion,m3,2020-05-06
2020-03-24,16521,SSA,simulacion,m3,2020-05-06
2020-03-25,18813,SSA,simulacion,m3,2020-05-06
2020-03-26,21423,SSA,simulacion,m3,2020-05-06
2020-03-27,24380,SSA,simulacion,m3,2020-05-06
2020-03-28,27748,SSA,simulacion,m3,2020-05-06
2020-03-29,31451,SSA,simulacion,m3,2020-05-06
2020-03-30,35319,SSA,simulacion,m3,2020-05-06
2020-03-31,39289,SSA,simulacion,m3,2020-05-06
2020-04-01,43417,SSA,simulacion,m3,2020-05-06
2020-04-02,47712,SSA,simulacion,m3,2020-05-06
2020-04-03,52183,SSA,simulacion,m3,2020-05-06
2020-04-04,56842,SSA,simulacion,m3,2020-05-06
2020-04-05,61698,SSA,simulacion,m3,2020-05-06
2020-04-06,66759,SSA,simulacion,m3,2020-05-06
2020-04-07,72035,SSA,simulacion,m3,2020-05-06
2020-04-08,77534,SSA,simulacion,m3,2020-05-06
2020-04-09,83267,SSA,simulacion,m3,2020-05-06
2020-04-10,89242,SSA,simulacion,m3,2020-05-06
2020-04-11,95472,SSA,simulacion,m3,2020-05-06
2020-04-12,101964,SSA,simulacion,m3,2020-05-06
2020-04-13,108732,SSA,simulacion,m3,2020-05-06
2020-04-14,115786,SSA,simulacion,m3,2020-05-06
2020-04-15,123139,SSA,simulacion,m3,2020-05-06
2020-04-16,130803,SSA,simulacion,m3,2020-05-06
2020-04-17,138792,SSA,simulacion,m3,2020-05-06
2020-04-18,147118,SSA,simulacion,m3,2020-05-06
2020-04-19,155797,SSA,simulacion,m3,2020-05-06
2020-04-20,164843,SSA,simulacion,m3,2020-05-06
2020-04-21,174272,SSA,simulacion,m3,2020-05-06
2020-04-22,184099,SSA,simulacion,m3,2020-05-06
2020-04-23,194341,SSA,simulacion,m3,2020-05-06
2020-04-24,205015,SSA,simulacion,m3,2020-05-06
2020-04-25,216140,SSA,simulacion,m3,2020-05-06
2020-04-26,227735,SSA,simulacion,m3,2020-05-06
2020-04-27,239818,SSA,simulacion,m3,2020-05-06
2020-04-28,252411,SSA,simulacion,m3,2020-05-06
2020-04-29,265535,SSA,simulacion,m3,2020-05-06
2020-04-30,279211,SSA,simulacion,m3,2020-05-06
2020-05-01,293463,SSA,simulacion,m3,2020-05-06
2020-05-02,308314,SSA,simulacion,m3,2020-05-06
2020-02-17,75,SSA,simulacion,m4,2020-05-06
2020-02-18,80,SSA,simulacion,m4,2020-05-06
2020-02-19,95,SSA,simulacion,m4,2020-05-06
2020-02-20,116,SSA,simulacion,m4,2020-05-06
2020-02-21,141,SSA,simulacion,m4,2020-05-06
2020-02-22,170,SSA,simulacion,m4,2020-05-06
2020-02-23,205,SSA,simulacion,m4,2020-05-06
2020-02-24,245,SSA,simulacion,m4,2020-05-06
2020-02-25,291,SSA,simulacion,m4,2020-05-06
2020-02-26,345,SSA,simulacion,m4,2020-05-06
2020-02-27,406,SSA,simulacion,m4,2020-05-06
2020-02-28,477,SSA,simulacion,m4,2020-05-06
2020-02-29,559,SSA,simulacion,m4,2020-05-06
2020-03-01,653,SSA,simulacion,m4,2020-05-06
2020-03-02,762,SSA,simulacion,m4,2020-05-06
2020-03-03,887,SSA,simulacion,m4,2020-05-06
2020-03-04,1031,SSA,simulacion,m4,2020-05-06
2020-03-05,1197,SSA,simulacion,m4,2020-05-06
2020-03-06,1388,SSA,simulacion,m4,2020-05-06
2020-03-07,1608,SSA,simulacion,m4,2020-05-06
2020-03-08,1861,SSA,simulacion,m4,2020-05-06
2020-03-09,2153,SSA,simulacion,m4,2020-05-06
2020-03-10,2489,SSA,simulacion,m4,2020-05-06
2020-03-11,2876,SSA,simulacion,m4,2020-05-06
2020-03-12,3322,SSA,simulacion,m4,2020-05-06
2020-03-13,3833,SSA,simulacion,m4,2020-05-06
2020-03-14,4413,SSA,simulacion,m4,2020-05-06
2020-03-15,5068,SSA,simulacion,m4,2020-05-06
2020-03-16,5808,SSA,simulacion,m4,2020-05-06
2020-03-17,6646,SSA,simulacion,m4,2020-05-06
2020-03-18,7596,SSA,simulacion,m4,2020-05-06
2020-03-19,8673,SSA,simulacion,m4,2020-05-06
2020-03-20,9894,SSA,simulacion,m4,2020-05-06
2020-03-21,11277,SSA,simulacion,m4,2020-05-06
2020-03-22,12844,SSA,simulacion,m4,2020-05-06
2020-03-23,14621,SSA,simulacion,m4,2020-05-06
2020-03-24,16635,SSA,simulacion,m4,2020-05-06
2020-03-25,18919,SSA,simulacion,m4,2020-05-06
2020-03-26,21507,SSA,simulacion,m4,2020-05-06
2020-03-27,24441,SSA,simulacion,m4,2020-05-06
2020-03-28,27767,SSA,simulacion,m4,2020-05-06
2020-03-29,31445,SSA,simulacion,m4,2020-05-06
2020-03-30,35289,SSA,simulacion,m4,2020-05-06
2020-03-31,39208,SSA,simulacion,m4,2020-05-06
2020-04-01,43281,SSA,simulacion,m4,2020-05-06
2020-04-02,47544,SSA,simulacion,m4,2020-05-06
2020-04-03,52002,SSA,simulacion,m4,2020-05-06
2020-04-04,56672,SSA,simulacion,m4,2020-05-06
2020-04-05,61572,SSA,simulacion,m4,2020-05-06
2020-04-06,66712,SSA,simulacion,m4,2020-05-06
2020-04-07,72106,SSA,simulacion,m4,2020-05-06
2020-04-08,77766,SSA,simulacion,m4,2020-05-06
2020-04-09,83706,SSA,simulacion,m4,2020-05-06
2020-04-10,89938,SSA,simulacion,m4,2020-05-06
2020-04-11,96479,SSA,simulacion,m4,2020-05-06
2020-04-12,103343,SSA,simulacion,m4,2020-05-06
2020-04-13,110547,SSA,simulacion,m4,2020-05-06
2020-04-14,118106,SSA,simulacion,m4,2020-05-06
2020-04-15,126039,SSA,simulacion,m4,2020-05-06
2020-04-16,134364,SSA,simulacion,m4,2020-05-06
2020-04-17,143100,SSA,simulacion,m4,2020-05-06
2020-04-18,152267,SSA,simulacion,m4,2020-05-06
2020-04-19,161886,SSA,simulacion,m4,2020-05-06
2020-04-20,171980,SSA,simulacion,m4,2020-05-06
2020-04-21,182572,SSA,simulacion,m4,2020-05-06
2020-04-22,193685,SSA,simulacion,m4,2020-05-06
2020-04-23,205347,SSA,simulacion,m4,2020-05-06
2020-04-24,217583,SSA,simulacion,m4,2020-05-06
2020-04-25,230421,SSA,simulacion,m4,2020-05-06
2020-04-26,243891,SSA,simulacion,m4,2020-05-06
2020-04-27,258023,SSA,simulacion,m4,2020-05-06
2020-04-28,272851,SSA,simulacion,m4,2020-05-06
2020-04-29,288407,SSA,simulacion,m4,2020-05-06
2020-04-30,304727,SSA,simulacion,m4,2020-05-06
2020-05-01,321848,SSA,simulacion,m4,2020-05-06
2020-05-02,339809,SSA,simulacion,m4,2020-05-06
2020-02-17,75,SSA,simulacion,m5,2020-05-06
2020-02-18,80,SSA,simulacion,m5,2020-05-06
2020-02-19,93,SSA,simulacion,m5,2020-05-06
2020-02-20,112,SSA,simulacion,m5,2020-05-06
2020-02-21,135,SSA,simulacion,m5,2020-05-06
2020-02-22,163,SSA,simulacion,m5,2020-05-06
2020-02-23,195,SSA,simulacion,m5,2020-05-06
2020-02-24,233,SSA,simulacion,m5,2020-05-06
2020-02-25,277,SSA,simulacion,m5,2020-05-06
2020-02-26,327,SSA,simulacion,m5,2020-05-06
2020-02-27,386,SSA,simulacion,m5,2020-05-06
2020-02-28,453,SSA,simulacion,m5,2020-05-06
2020-02-29,531,SSA,simulacion,m5,2020-05-06
2020-03-01,621,SSA,simulacion,m5,2020-05-06
2020-03-02,724,SSA,simulacion,m5,2020-05-06
2020-03-03,844,SSA,simulacion,m5,2020-05-06
2020-03-04,982,SSA,simulacion,m5,2020-05-06
2020-03-05,1141,SSA,simulacion,m5,2020-05-06
2020-03-06,1325,SSA,simulacion,m5,2020-05-06
2020-03-07,1537,SSA,simulacion,m5,2020-05-06
2020-03-08,1782,SSA,simulacion,m5,2020-05-06
2020-03-09,2064,SSA,simulacion,m5,2020-05-06
2020-03-10,2390,SSA,simulacion,m5,2020-05-06
2020-03-11,2766,SSA,simulacion,m5,2020-05-06
2020-03-12,3200,SSA,simulacion,m5,2020-05-06
2020-03-13,3700,SSA,simulacion,m5,2020-05-06
2020-03-14,4269,SSA,simulacion,m5,2020-05-06
2020-03-15,4913,SSA,simulacion,m5,2020-05-06
2020-03-16,5644,SSA,simulacion,m5,2020-05-06
2020-03-17,6473,SSA,simulacion,m5,2020-05-06
2020-03-18,7416,SSA,simulacion,m5,2020-05-06
2020-03-19,8486,SSA,simulacion,m5,2020-05-06
2020-03-20,9703,SSA,simulacion,m5,2020-05-06
2020-03-21,11087,SSA,simulacion,m5,2020-05-06
2020-03-22,12658,SSA,simulacion,m5,2020-05-06
2020-03-23,14446,SSA,simulacion,m5,2020-05-06
2020-03-24,16475,SSA,simulacion,m5,2020-05-06
2020-03-25,18780,SSA,simulacion,m5,2020-05-06
2020-03-26,21401,SSA,simulacion,m5,2020-05-06
2020-03-27,24379,SSA,simulacion,m5,2020-05-06
2020-03-28,27757,SSA,simulacion,m5,2020-05-06
2020-03-29,31437,SSA,simulacion,m5,2020-05-06
2020-03-30,35237,SSA,simulacion,m5,2020-05-06
2020-03-31,39139,SSA,simulacion,m5,2020-05-06
2020-04-01,43208,SSA,simulacion,m5,2020-05-06
2020-04-02,47460,SSA,simulacion,m5,2020-05-06
2020-04-03,51907,SSA,simulacion,m5,2020-05-06
2020-04-04,56567,SSA,simulacion,m5,2020-05-06
2020-04-05,61452,SSA,simulacion,m5,2020-05-06
2020-04-06,66575,SSA,simulacion,m5,2020-05-06
2020-04-07,71948,SSA,simulacion,m5,2020-05-06
2020-04-08,77584,SSA,simulacion,m5,2020-05-06
2020-04-09,83496,SSA,simulacion,m5,2020-05-06
2020-04-10,89696,SSA,simulacion,m5,2020-05-06
2020-04-11,96199,SSA,simulacion,m5,2020-05-06
2020-04-12,103021,SSA,simulacion,m5,2020-05-06
2020-04-13,110177,SSA,simulacion,m5,2020-05-06
2020-04-14,117683,SSA,simulacion,m5,2020-05-06
2020-04-15,125556,SSA,simulacion,m5,2020-05-06
2020-04-16,133815,SSA,simulacion,m5,2020-05-06
2020-04-17,142477,SSA,simulacion,m5,2020-05-06
2020-04-18,151563,SSA,simulacion,m5,2020-05-06
2020-04-19,161092,SSA,simulacion,m5,2020-05-06
2020-04-20,171088,SSA,simulacion,m5,2020-05-06
2020-04-21,181571,SSA,simulacion,m5,2020-05-06
2020-04-22,192566,SSA,simulacion,m5,2020-05-06
2020-04-23,204098,SSA,simulacion,m5,2020-05-06
2020-04-24,216193,SSA,simulacion,m5,2020-05-06
2020-04-25,228877,SSA,simulacion,m5,2020-05-06
2020-04-26,242180,SSA,simulacion,m5,2020-05-06
2020-04-27,256131,SSA,simulacion,m5,2020-05-06
2020-04-28,270761,SSA,simulacion,m5,2020-05-06
2020-04-29,286104,SSA,simulacion,m5,2020-05-06
2020-04-30,302193,SSA,simulacion,m5,2020-05-06
2020-05-01,319065,SSA,simulacion,m5,2020-05-06
2020-05-02,336757,SSA,simulacion,m5,2020-05-06
2020-02-17,75,SSA,simulacion,m6,2020-05-06
2020-02-18,79,SSA,simulacion,m6,2020-05-06
2020-02-19,92,SSA,simulacion,m6,2020-05-06
2020-02-20,110,SSA,simulacion,m6,2020-05-06
2020-02-21,132,SSA,simulacion,m6,2020-05-06
2020-02-22,159,SSA,simulacion,m6,2020-05-06
2020-02-23,190,SSA,simulacion,m6,2020-05-06
2020-02-24,227,SSA,simulacion,m6,2020-05-06
2020-02-25,270,SSA,simulacion,m6,2020-05-06
2020-02-26,319,SSA,simulacion,m6,2020-05-06
2020-02-27,377,SSA,simulacion,m6,2020-05-06
2020-02-28,444,SSA,simulacion,m6,2020-05-06
2020-02-29,521,SSA,simulacion,m6,2020-05-06
2020-03-01,610,SSA,simulacion,m6,2020-05-06
2020-03-02,714,SSA,simulacion,m6,2020-05-06
2020-03-03,834,SSA,simulacion,m6,2020-05-06
2020-03-04,973,SSA,simulacion,m6,2020-05-06
2020-03-05,1134,SSA,simulacion,m6,2020-05-06
2020-03-06,1320,SSA,simulacion,m6,2020-05-06
2020-03-07,1536,SSA,simulacion,m6,2020-05-06
2020-03-08,1787,SSA,simulacion,m6,2020-05-06
2020-03-09,2076,SSA,simulacion,m6,2020-05-06
2020-03-10,2412,SSA,simulacion,m6,2020-05-06
2020-03-11,2801,SSA,simulacion,m6,2020-05-06
2020-03-12,3251,SSA,simulacion,m6,2020-05-06
2020-03-13,3772,SSA,simulacion,m6,2020-05-06
2020-03-14,4366,SSA,simulacion,m6,2020-05-06
2020-03-15,5037,SSA,simulacion,m6,2020-05-06
2020-03-16,5793,SSA,simulacion,m6,2020-05-06
2020-03-17,6645,SSA,simulacion,m6,2020-05-06
2020-03-18,7609,SSA,simulacion,m6,2020-05-06
2020-03-19,8700,SSA,simulacion,m6,2020-05-06
2020-03-20,9934,SSA,simulacion,m6,2020-05-06
2020-03-21,11331,SSA,simulacion,m6,2020-05-06
2020-03-22,12910,SSA,simulacion,m6,2020-05-06
2020-03-23,14700,SSA,simulacion,m6,2020-05-06
2020-03-24,16721,SSA,simulacion,m6,2020-05-06
2020-03-25,19009,SSA,simulacion,m6,2020-05-06
2020-03-26,21598,SSA,simulacion,m6,2020-05-06
2020-03-27,24528,SSA,simulacion,m6,2020-05-06
2020-03-28,27837,SSA,simulacion,m6,2020-05-06
2020-03-29,31450,SSA,simulacion,m6,2020-05-06
2020-03-30,35201,SSA,simulacion,m6,2020-05-06
2020-03-31,39072,SSA,simulacion,m6,2020-05-06
2020-04-01,43117,SSA,simulacion,m6,2020-05-06
2020-04-02,47352,SSA,simulacion,m6,2020-05-06
2020-04-03,51791,SSA,simulacion,m6,2020-05-06
2020-04-04,56451,SSA,simulacion,m6,2020-05-06
2020-04-05,61344,SSA,simulacion,m6,2020-05-06
2020-04-06,66484,SSA,simulacion,m6,2020-05-06
2020-04-07,71884,SSA,simulacion,m6,2020-05-06
2020-04-08,77558,SSA,simulacion,m6,2020-05-06
2020-04-09,83520,SSA,simulacion,m6,2020-05-06
2020-04-10,89783,SSA,simulacion,m6,2020-05-06
2020-04-11,96365,SSA,simulacion,m6,2020-05-06
2020-04-12,103280,SSA,simulacion,m6,2020-05-06
2020-04-13,110547,SSA,simulacion,m6,2020-05-06
2020-04-14,118182,SSA,simulacion,m6,2020-05-06
2020-04-15,126205,SSA,simulacion,m6,2020-05-06
2020-04-16,134635,SSA,simulacion,m6,2020-05-06
2020-04-17,143492,SSA,simulacion,m6,2020-05-06
2020-04-18,152798,SSA,simulacion,m6,2020-05-06
2020-04-19,162576,SSA,simulacion,m6,2020-05-06
2020-04-20,172850,SSA,simulacion,m6,2020-05-06
2020-04-21,183644,SSA,simulacion,m6,2020-05-06
2020-04-22,194984,SSA,simulacion,m6,2020-05-06
2020-04-23,206899,SSA,simulacion,m6,2020-05-06
2020-04-24,219416,SSA,simulacion,m6,2020-05-06
2020-04-25,232567,SSA,simulacion,m6,2020-05-06
2020-04-26,246383,SSA,simulacion,m6,2020-05-06
2020-04-27,260897,SSA,simulacion,m6,2020-05-06
2020-04-28,276144,SSA,simulacion,m6,2020-05-06
2020-04-29,292161,SSA,simulacion,m6,2020-05-06
2020-04-30,308987,SSA,simulacion,m6,2020-05-06
2020-05-01,326661,SSA,simulacion,m6,2020-05-06
2020-05-02,345227,SSA,simulacion,m6,2020-05-06
2020-02-17,75,SSA,simulacion,m7,2020-05-06
2020-02-18,79,SSA,simulacion,m7,2020-05-06
2020-02-19,93,SSA,simulacion,m7,2020-05-06
2020-02-20,112,SSA,simulacion,m7,2020-05-06
2020-02-21,135,SSA,simulacion,m7,2020-05-06
2020-02-22,163,SSA,simulacion,m7,2020-05-06
2020-02-23,196,SSA,simulacion,m7,2020-05-06
2020-02-24,235,SSA,simulacion,m7,2020-05-06
2020-02-25,281,SSA,simulacion,m7,2020-05-06
2020-02-26,333,SSA,simulacion,m7,2020-05-06
2020-02-27,394,SSA,simulacion,m7,2020-05-06
2020-02-28,465,SSA,simulacion,m7,2020-05-06
2020-02-29,547,SSA,simulacion,m7,2020-05-06
2020-03-01,642,SSA,simulacion,m7,2020-05-06
2020-03-02,752,SSA,simulacion,m7,2020-05-06
2020-03-03,880,SSA,simulacion,m7,2020-05-06
2020-03-04,1029,SSA,simulacion,m7,2020-05-06
2020-03-05,1201,SSA,simulacion,m7,2020-05-06
2020-03-06,1400,SSA,simulacion,m7,2020-05-06
2020-03-07,1631,SSA,simulacion,m7,2020-05-06
2020-03-08,1899,SSA,simulacion,m7,2020-05-06
2020-03-09,2210,SSA,simulacion,m7,2020-05-06
2020-03-10,2571,SSA,simulacion,m7,2020-05-06
2020-03-11,2989,SSA,simulacion,m7,2020-05-06
2020-03-12,3473,SSA,simulacion,m7,2020-05-06
2020-03-13,4035,SSA,simulacion,m7,2020-05-06
2020-03-14,4670,SSA,simulacion,m7,2020-05-06
2020-03-15,5381,SSA,simulacion,m7,2020-05-06
2020-03-16,6173,SSA,simulacion,m7,2020-05-06
2020-03-17,7059,SSA,simulacion,m7,2020-05-06
2020-03-18,8055,SSA,simulacion,m7,2020-05-06
2020-03-19,9175,SSA,simulacion,m7,2020-05-06
2020-03-20,10435,SSA,simulacion,m7,2020-05-06
2020-03-21,11853,SSA,simulacion,m7,2020-05-06
2020-03-22,13445,SSA,simulacion,m7,2020-05-06
2020-03-23,15245,SSA,simulacion,m7,2020-05-06
2020-03-24,17262,SSA,simulacion,m7,2020-05-06
2020-03-25,19534,SSA,simulacion,m7,2020-05-06
2020-03-26,22090,SSA,simulacion,m7,2020-05-06
2020-03-27,24966,SSA,simulacion,m7,2020-05-06
2020-03-28,28202,SSA,simulacion,m7,2020-05-06
2020-03-29,31765,SSA,simulacion,m7,2020-05-06
2020-03-30,35487,SSA,simulacion,m7,2020-05-06
2020-03-31,39289,SSA,simulacion,m7,2020-05-06
2020-04-01,43245,SSA,simulacion,m7,2020-05-06
2020-04-02,47399,SSA,simulacion,m7,2020-05-06
2020-04-03,51760,SSA,simulacion,m7,2020-05-06
2020-04-04,56347,SSA,simulacion,m7,2020-05-06
2020-04-05,61181,SSA,simulacion,m7,2020-05-06
